Title,Original Language
Lelaki Harimau #332,id
Rice and Baguette #460,km
Ilustrado #268,fil
ศรีบูรพา #989,th
Bidasari #851,ms
소년이 온다 (2001),ko
Mga Kuwento ni Lola Basyang #111,fil
When Broken Glass Floats #1107,km
เสือคำราม #1116,th
First They Killed My Father #381,km
Ang Paboritong Libro ni Hudas #1010,fil
三体 #841,zh
Belenggu #709,id
El Filibusterismo #1082,fil
水浒传 #448,zh
ศรีบูรพา #969,th
ศรีบูรพา #549,th
ข้าหลวง #1154,th
雪国 #149,ja
西游记 #227,zh
Sang Pemimpi #1115,id
토지 #886,ko
จดหมายจากหมาเบื่อ - Part 1,th
呐喊 #412,zh
呐喊 #1012,zh
Survival in the Killing Fields #492,km
Ronggeng Dukuh Paruk #850,id
"Stay Alive, My Son #1205",km
水浒传 #848,zh
痴人の愛 #1175,ja
Mga Kuwento ni Lola Basyang #551,fil
吾輩は猫である #168,ja
Hang Jebat Menderhaka #1057,ms
Interlok #687,ms
Menara #1199,ms
痴人の愛 #215,ja
舞姫 #120,ja
走れメロス #898,ja
人間失格 (2015),ja
เลือดมังกร #372,th
Menara #1159,ms
Dead Stars #297,fil
ฟ้าใหม่ #400,th
The Rosales Saga #575,fil
山月記 #1039,ja
Gapo #1114,fil
완득이 #1039,ko
Ranjau Sepanjang Jalan #608,ms
El Filibusterismo #962,fil
Ranjau Sepanjang Jalan: Volume 3,ms
กุหลาบป่า #1090,th
Laskar Pelangi #1074,id
Gadis Jolobu #980,ms
아리랑 #427,ko
Kekasih Electra #1113,ms
ข้าหลวง #474,th
Gapo (2013),fil
Gapo #954,fil
三体 #1221,zh
Siti Nurbaya #906,id
仮面の告白 #513,ja
Belenggu (2008),id
Luha ng Buwaya #105,fil
Layar Terkembang #967,id
Rumah Kaca #704,id
First They Killed My Father #981,km
Smaller and Smaller Circles #929,fil
Siti Nurbaya #905,ms
Supernova #638,id
난장이가 쏘아올린 작은 공 #872,ko
風の歌を聴け #1164,ja
ABNKKBSNPLAko?! #852,fil
서울 1964년 겨울 #175,ko
春 #1238,zh
The Gate #466,km
"Stay Alive, My Son #965",km
Never Fall Down #943,km
Belenggu #489,id
Mga Ibong Mandaragit #867,fil
Mga Kuwento ni Lola Basyang #731,fil
มัจจุราชเริงรำ #258,th
斜陽 #1157,ja
仮面の告白 #1033,ja
吾輩は猫である #948,ja
三体 #81,zh
อิเหนา #828,th
Sulalat al-Salatin #923,ms
엄마를 부탁해 #1076,ko
斜陽,ja
吾輩は猫である #768,ja
Golden Bones #119,km
細雪 #694,ja
Leftenan Adnan #716,ms
ノルウェイの森 #761,ja
Dead Stars #737,fil
Bumi Manusia #101,id
坊っちゃん #87,ja
彷徨 #653,zh
สี่แผ่นดิน #945,th
The Death of Vishnu #116,km
The Rosales Saga #975,fil
Siti Nurbaya #625,ms
Lelaki Harimau #752,id
Ilustrado #1168,fil
ノルウェイの森 #921,ja
A Cambodian Prison Portrait #1115,km
채식주의자 #361,ko
Luha ng Buwaya #405,fil
ด้วยรักและผูกพัน #862,th
Banaag at Sikat #724,fil
ฟ้าใหม่ #680,th
呐喊 #872,zh
The Stones Cry Out #810,km
มัจจุราชเริงรำ #558,th
1Q84 #1242,ja
How My Brother Leon Brought Home a Wife #939,fil
Footnote to Youth #98,fil
Sang Pemimpi #815,id
7년의 밤 #838,ko
三体 #101,zh
ด้วยรักและผูกพัน #682,th
엄마를 부탁해 #1016,ko
First They Killed My Father - Part 1,km
The Stones Cry Out #690,km
Siti Nurbaya #706,id
ลูกอีสาน #344,th
채식주의자 #841,ko
水浒传 #128,zh
무정 #809,ko
三体 #641,zh
平凡的世界 #1104,zh
活着 #802,zh
A Cambodian Prison Portrait #775,km
ฟ้าใหม่ #1160,th
家: Volume 2,zh
우리들의 행복한 시간 #760,ko
When Broken Glass Floats #167,km
Rumah Kaca: Volume 4,id
ข้าหลวง #274,th
Lucky Child - Part 1,km
우리들의 행복한 시간 #460,ko
Rice and Baguette #720,km
Ronggeng Dukuh Paruk #690,id
Lagenda Budak Setan #535,ms
舞姫 #540,ja
토지 #506,ko
Bidasari #971,ms
Sulalat al-Salatin #1023,ms
Sulalat al-Salatin #1183,ms
Menara #759,ms
รักไม่มีสิทธิ์ #519,th
Dead Stars #1137,fil
家 #937,zh
三体 #381,zh
소년이 온다 - Part 2,ko
Negeri 5 Menara #179,id
The Gate #786,km
細雪 #954,ja
Bidasari #231,ms
ศรีบูรพา (2008),th
คนละฟากฟ้า #193,th
Panglima Awang: Volume 5,ms
토지 #186,ko
Never Fall Down #763,km
กุหลาบป่า #950,th
平凡的世界 #964,zh
Mat Jenin (2013),ms
Hujan #180,id
Hujan #140,id
羊をめぐる冒険 (2004),ja
First They Killed My Father #801,km
狂人日记 #1194,zh
무진기행 #1054,ko
พระอภัยมณี #207,th
Lagenda Budak Setan #1135,ms
엄마를 부탁해 #756,ko
平凡的世界 #324,zh
Lagenda Budak Setan #1055,ms
ลูกอีสาน #184,th
Laskar Pelangi #874,id
우리들의 행복한 시간 #660,ko
Laskar Pelangi #1234,id
呐喊 #1052,zh
Lelaki Harimau #652,id
Bidasari #151,ms
Jejak Langkah #683,id
ノルウェイの森 #181,ja
Siti Nurbaya #945,ms
Penawar Bagi Hati #1118,ms
Golden Bones #579,km
Lucky Child #811,km
Children of Cambodia's Killing Fields #249,km
El Filibusterismo #402,fil
7년의 밤 #698,ko
舞姫: Volume 5,ja
First They Killed My Father #721,km
Merpati Putih Terbang Lagi #332,ms
山月記 #619,ja
彷徨 (2012),zh
Leftenan Adnan #816,ms
Laskar Pelangi #174,id
ตำนานสมเด็จพระนารายณ์ #975,th
Noli Me Tangere #541,fil
風の歌を聴け #484,ja
ข้าหลวง #1014,th
Never Fall Down #243,km
The Lost Executioner #422,km
Siti Nurbaya #1145,ms
무정 #669,ko
Bamboo People #917,km
雪国 #949,ja
吾輩は猫である #1088,ja
The Lost Executioner #542,km
Penawar Bagi Hati #238,ms
คนละฟากฟ้า #1193,th
7년의 밤 #238,ko
Anak Mat Lela Gila #229,ms
Sang Pemimpi #615,id
Sulalat al-Salatin #103,ms
白鹿原 #1065,zh
金瓶梅 #510,zh
Padre Faura Witness the Execution of Rizal #676,fil
Salina #686,ms
Merpati Putih Terbang Lagi #1072,ms
흰 #985,ko
彷徨 #633,zh
Rumah Kaca #584,id
Layar Terkembang #707,id
상록수 #610,ko
吾輩は猫である #828,ja
Panglima Awang #410,ms
Banaag at Sikat #764,fil
Rice and Baguette #1140,km
Negeri 5 Menara #479,id
Footnote to Youth #1198,fil
The Death of Vishnu #896,km
난장이가 쏘아올린 작은 공 #912,ko
Mga Ibong Mandaragit #987,fil
Children of Cambodia's Killing Fields #1009,km
西游记 #167,zh
Penawar Bagi Hati #1198,ms
Luha ng Buwaya #1085,fil
海辺のカフカ #783,ja
In the Shadow of the Banyan #464,km
Ilustrado #1128,fil
Sejarah Melayu #702,ms
Gadis Jolobu #380,ms
태백산맥 #248,ko
흰 #965,ko
เสือคำราม #1216,th
Little Princes #678,km
Ayah #596,id
羊をめぐる冒険 #225,ja
Mga Ibong Mandaragit #1187,fil
走れメロス #98,ja
รักไม่มีสิทธิ์ #539,th
소년이 온다 #662,ko
จดหมายจากหมาเบื่อ: Volume 1,th
水浒传 #228,zh
Bidasari #991,ms
จดหมายจากหมาเบื่อ #781,th
Sulalat al-Salatin #1003,ms
To Destroy You Is No Loss #728,km
มัจจุราชเริงรำ #998,th
มัจจุราชเริงรำ #378,th
The Gate #1146,km
活着 #662,zh
雪国 #1109,ja
Children of Cambodia's Killing Fields #1229,km
阿Q正传 #975,zh
ชาติหน้าขอให้พบกัน #191,th
雷雨 #1160,zh
소년이 온다 #1122,ko
태백산맥 #588,ko
คนละฟากฟ้า #253,th
こころ #646,ja
Siti Nurbaya #505,ms
海辺のカフカ #843,ja
Little Princes #438,km
Bumi Manusia #121,id
Sejarah Melayu #882,ms
Salina #766,ms
Kekasih Electra: Volume 3,ms
平凡的世界 #704,zh
Dekada '70 #746,fil
Lucky Child #631,km
秋 #999,zh
7년의 밤 #258,ko
Atheis #1168,id
한강 #1184,ko
Padre Faura Witness the Execution of Rizal #996,fil
ฟ้าใหม่ #1000,th
Negeri 5 Menara #579,id
Belenggu #569,id
สุภาพบุรุษจุฑาเทพ #997,th
Dead Stars #337,fil
Anak Mat Lela Gila #889,ms
How My Brother Leon Brought Home a Wife #959,fil
Pulang #973,id
El Filibusterismo #1242,fil
Footnote to Youth #1218,fil
Ayah (2015),id
Mat Jenin #994,ms
Gapo #494,fil
Perburuan #925,id
Atheis #128,id
"Stay Alive, My Son #805",km
白鹿原 #185,zh
삼대 #591,ko
Sa Mga Kuko ng Liwanag #873,fil
กุหลาบป่า #810,th
Footnote to Youth #618,fil
1Q84 - Part 2,ja
ขุนช้างขุนแผน #506,th
Anak Mat Lela Gila #189,ms
광장 #813,ko
무정 #109,ko
난장이가 쏘아올린 작은 공: Volume 2,ko
พระอภัยมณี (2006),th
The Stones Cry Out: Volume 5,km
คำพิพากษา #83,th
คนละฟากฟ้า #693,th
金瓶梅 #1230,zh
Sang Pemimpi #315,id
El Filibusterismo #102,fil
Menara #279,ms
Merpati Putih Terbang Lagi #392,ms
阿Q正传 #535,zh
Padre Faura Witness the Execution of Rizal #1056,fil
伊豆の踊子 #790,ja
สุภาพบุรุษจุฑาเทพ #1137,th
태백산맥 #848,ko
토지 #226,ko
To Destroy You Is No Loss #1008,km
Ranjau Sepanjang Jalan #428,ms
Anak Mat Lela Gila #349,ms
Sa Mga Kuko ng Liwanag #953,fil
Cambodia's Curse #293,km
Hang Jebat Menderhaka #817,ms
เสือคำราม #436,th
무진기행 #1034,ko
Bidasari #191,ms
Bumi Manusia #781,id
Sang Pemimpi #195,id
平凡的世界 #504,zh
金瓶梅 #1030,zh
吾輩は猫である #1128,ja
พระอภัยมณี #1147,th
Mat Jenin #554,ms
Bidasari #591,ms
狂人日记 #794,zh
走れメロス #178,ja
吾輩は猫である #668,ja
破戒 #671,ja
雷雨 #940,zh
朝花夕拾 #1051,zh
สุภาพบุรุษจุฑาเทพ #677,th
สุภาพบุรุษจุฑาเทพ #197,th
海辺のカフカ #1083,ja
To Destroy You Is No Loss #628,km
Gadis Jolobu - Part 10,ms
How My Brother Leon Brought Home a Wife - Part 9,fil
ชาติหน้าขอให้พบกัน #591,th
雷雨 #360,zh
Sulalat al-Salatin #323,ms
Tenggelamnya Kapal Van Der Wijck #744,ms
金瓶梅 #130,zh
金閣寺 #792,ja
한강 #1204,ko
Leftenan Adnan #756,ms
春 #1098,zh
Menara #739,ms
Negeri 5 Menara #999,id
Bidasari #611,ms
The Lost Executioner #1242,km
Siti Nurbaya #165,ms
山月記: Volume 4,ja
海辺のカフカ #803,ja
春 #138,zh
家 #1197,zh
Layar Terkembang #127,id
Panglima Awang #650,ms
西游记 #407,zh
How My Brother Leon Brought Home a Wife #1059,fil
Noli Me Tangere #661,fil
Dead Stars #717,fil
작별인사 #103,ko
金瓶梅 #950,zh
Bumi Manusia #841,id
朝花夕拾 #1131,zh
Luha ng Buwaya #1205,fil
Salina #846,ms
จดหมายจากหมาเบื่อ #381,th
Dead Stars #397,fil
"Stay Alive, My Son #725",km
Belenggu #149,id
상록수 #910,ko
ศรีบูรพา #689,th
작별인사 #783,ko
Anak Mat Lela Gila #1049,ms
坊っちゃん #107,ja
坊っちゃん #127,ja
白鹿原 #1145,zh
Gadis Jolobu #960,ms
Layar Terkembang,id
ด้วยรักและผูกพัน #942,th
海辺のカフカ #723,ja
한강 #1064,ko
Cantik Itu Luka #751,id
Banaag at Sikat (2003),fil
围城 #763,zh
Padre Faura Witness the Execution of Rizal #196,fil
Belenggu #469,id
海辺のカフカ #323,ja
Jejak Langkah #243,id
Bidasari #91,ms
มัจจุราชเริงรำ #178,th
상록수 #890,ko
雷雨 #520,zh
雷雨 #1080,zh
坊っちゃん #267,ja
สี่แผ่นดิน #1145,th
Never Fall Down #923,km
Mga Kuwento ni Lola Basyang #1031,fil
ตำนานสมเด็จพระนารายณ์: Volume 5,th
斜陽 #497,ja
秋 #519,zh
Siti Nurbaya #526,id
金瓶梅 - Part 10,zh
Layar Terkembang #687,id
阿Q正传 #1135,zh
The Rosales Saga #395,fil
Survival in the Killing Fields #932,km
ด้วยรักและผูกพัน - Part 2,th
羊をめぐる冒険 #245,ja
Ronggeng Dukuh Paruk #370,id
Anak Semua Bangsa #582,id
Negeri 5 Menara #879,id
토지 #566,ko
When Broken Glass Floats #607,km
金瓶梅,zh
Bamboo People #517,km
토지 #106,ko
破戒 #231,ja
子夜 #436,zh
Interlok #107,ms
红楼梦 #406,zh
Sejarah Melayu #502,ms
Survival in the Killing Fields #292,km
Penawar Bagi Hati #318,ms
จดหมายจากหมาเบื่อ #1181,th
走れメロス #1058,ja
ศรีบูรพา #449,th
คนละฟากฟ้า #773,th
Mga Kuwento ni Lola Basyang #511,fil
The Lost Executioner #362,km
Leftenan Adnan #196,ms
Hikayat Hang Tuah #1121,ms
Lagenda Budak Setan #1035,ms
When Broken Glass Floats #1047,km
山月記 #859,ja
伊豆の踊子,ja
เลือดมังกร #852,th
Layar Terkembang #267,id
Noli Me Tangere #461,fil
아리랑: Volume 2,ko
人間失格 #216,ja
무정 #229,ko
Belenggu #689,id
무정 #529,ko
Dekada '70 #1166,fil
คำพิพากษา #343,th
Lucky Child #511,km
山月記 #119,ja
สุภาพบุรุษจุฑาเทพ #497,th
雪国 #169,ja
พระอภัยมณี #1207,th
人間失格 #156,ja
痴人の愛 #995,ja
ABNKKBSNPLAko?! #472,fil
Hujan #1060,id
阿Q正传 #895,zh
The Gate (2005),km
"Stay Alive, My Son #405",km
Interlok #647,ms
채식주의자 #1181,ko
Tenggelamnya Kapal Van Der Wijck #844,ms
First They Killed My Father #461,km
Golden Bones #559,km
Supernova #118,id
무진기행 #974,ko
The Stones Cry Out #590,km
伊豆の踊子 #1090,ja
Menara #1019,ms
Salina #886,ms
Menara #239,ms
Supernova #778,id
Merpati Putih Terbang Lagi #592,ms
朝花夕拾 #271,zh
Cinta di Dalam Gelas #277,id
Hang Jebat Menderhaka #397,ms
Merpati Putih Terbang Lagi #1092,ms
狂人日记 #694,zh
Hikayat Hang Tuah: Volume 1,ms
Lucky Child #471,km
Supernova #898,id
ข้าหลวง #834,th
우리들의 행복한 시간 #740,ko
Panglima Awang #150,ms
Ayah #756,id
태백산맥 (2007),ko
吾輩は猫である #1028,ja
家 #177,zh
Sejarah Melayu #802,ms
Rumah Kaca #564,id
破戒 #551,ja
Luha ng Buwaya #1145,fil
소년이 온다 #522,ko
Mga Kuwento ni Lola Basyang #531,fil
"Stay Alive, My Son #465",km
무정 #1229,ko
Ranjau Sepanjang Jalan #748,ms
살인자의 기억법 #677,ko
Ang Paboritong Libro ni Hudas #150,fil
จดหมายจากหมาเบื่อ #1121,th
羊をめぐる冒険 #1205,ja
雪国 #349,ja
Panglima Awang #810,ms
The Rosales Saga #95,fil
春 #618,zh
In the Shadow of the Banyan #104,km
Dead Stars #1237,fil
Banaag at Sikat #804,fil
1Q84,ja
สุภาพบุรุษจุฑาเทพ #477,th
한강 #464,ko
伊豆の踊子 #770,ja
Cambodia's Curse #553,km
春 #1118,zh
Lucky Child #1131,km
Lelaki Harimau #252,id
Sulalat al-Salatin #143,ms
Panglima Awang #1070,ms
Siti Nurbaya #86,id
난장이가 쏘아올린 작은 공 #972,ko
呐喊 (2011),zh
平凡的世界 #464,zh
Hujan #1100,id
Mat Jenin #1054,ms
西游记 #767,zh
삼대 #891,ko
서울 1964년 겨울 #1115,ko
Laskar Pelangi #634,id
春 #878,zh
ลูกอีสาน #504,th
Bidasari #351,ms
광장 #1053,ko
Rumah Kaca #1184,id
水浒传 #1088,zh
Gadis Jolobu #760,ms
金閣寺 #1032,ja
สุภาพบุรุษจุฑาเทพ #837,th
Dekada '70 #86,fil
El Filibusterismo #742,fil
Cantik Itu Luka #411,id
소년이 온다 #582,ko
呐喊: Volume 2,zh
Jejak Langkah #703,id
Smaller and Smaller Circles #749,fil
金瓶梅 #970,zh
무진기행 #434,ko
羊をめぐる冒険 #625,ja
Negeri 5 Menara #819,id
Mat Jenin #214,ms
Hujan #400,id
엄마를 부탁해 #876,ko
風の歌を聴け #864,ja
Siti Nurbaya #426,id
吾輩は猫である #788,ja
痴人の愛 #255,ja
Atheis #648,id
走れメロス #198,ja
A Cambodian Prison Portrait #975,km
Golden Bones #819,km
海辺のカフカ #823,ja
Ronggeng Dukuh Paruk #730,id
ABNKKBSNPLAko?! #672,fil
태백산맥 #788,ko
How My Brother Leon Brought Home a Wife #839,fil
Perburuan #845,id
Dekada '70 #846,fil
ABNKKBSNPLAko?! #892,fil
水浒传 #248,zh
ข้าหลวง #1034,th
ฟ้าใหม่ #260,th
红楼梦 #846,zh
红楼梦 #906,zh
仮面の告白 #553,ja
水浒传 #328,zh
Little Princes #418,km
มัจจุราชเริงรำ #798,th
In the Shadow of the Banyan #984,km
Hang Jebat Menderhaka #577,ms
Survival in the Killing Fields #532,km
무정 #589,ko
무정 #389,ko
ノルウェイの森 #441,ja
雷雨 #140,zh
白鹿原 #545,zh
家 #1077,zh
Smaller and Smaller Circles #1089,fil
กุหลาบป่า #450,th
ลูกอีสาน #244,th
三体 #1201,zh
Lucky Child #1071,km
Supernova #178,id
작별인사 #1023,ko
破戒 #171,ja
In the Shadow of the Banyan #384,km
Smaller and Smaller Circles #369,fil
El Filibusterismo #722,fil
家 #757,zh
狂人日记 - Part 4,zh
Tenggelamnya Kapal Van Der Wijck #1204,ms
Gapo #1094,fil
Anak Semua Bangsa #202,id
คำพิพากษา #403,th
ด้วยรักและผูกพัน #542,th
흰: Volume 5,ko
1Q84 #1142,ja
風の歌を聴け #684,ja
Siti Nurbaya #966,id
ฟ้าใหม่ #880,th
El Filibusterismo #1202,fil
Bidasari #551,ms
金瓶梅 #590,zh
จดหมายจากหมาเบื่อ #1061,th
The Gate #326,km
คำพิพากษา #103,th
When Broken Glass Floats #287,km
狂人日记 #634,zh
Sulalat al-Salatin #823,ms
Little Princes #898,km
Hujan #640,id
1Q84 #342,ja
Florante at Laura #1223,fil
พระอภัยมณี #727,th
Survival in the Killing Fields #672,km
羊をめぐる冒険 #1245,ja
The Rosales Saga #1155,fil
围城 #883,zh
雪国 #929,ja
Cantik Itu Luka #151,id
When Broken Glass Floats #1067,km
광장 #473,ko
ลูกอีสาน #1224,th
呐喊 #232,zh
รักไม่มีสิทธิ์ #139,th
무정 #1189,ko
ABNKKBSNPLAko?! #192,fil
Atheis #388,id
Rice and Baguette #260,km
The Rosales Saga #775,fil
Lucky Child #651,km
อิเหนา #888,th
围城 #183,zh
Noli Me Tangere #1201,fil
Banaag at Sikat #624,fil
風の歌を聴け #944,ja
한강 #404,ko
舞姫 #200,ja
Lelaki Harimau #312,id
阿Q正传 #835,zh
破戒 #1031,ja
เลือดมังกร #92,th
Kekasih Electra #793,ms
태백산맥 #88,ko
엄마를 부탁해 #316,ko
水浒传,zh
จดหมายจากหมาเบื่อ #181,th
무진기행 #294,ko
May Day Eve #640,fil
Interlok #1087,ms
坊っちゃん #527,ja
The Rosales Saga #1035,fil
Mat Jenin #754,ms
呐喊 #592,zh
상록수 #990,ko
The Lost Executioner #1022,km
Hikayat Hang Tuah #1241,ms
서울 1964년 겨울 #1155,ko
ตำนานสมเด็จพระนารายณ์ #315,th
ด้วยรักและผูกพัน #1222,th
ชาติหน้าขอให้พบกัน #931,th
ノルウェイの森 #261,ja
กุหลาบป่า #470,th
Siti Nurbaya #545,ms
엄마를 부탁해 #456,ko
阿Q正传 #735,zh
First They Killed My Father: Volume 1,km
살인자의 기억법,ko
เสือคำราม #1056,th
The Stones Cry Out #1090,km
白鹿原 #145,zh
Panglima Awang #1150,ms
Panglima Awang #730,ms
Padre Faura Witness the Execution of Rizal (2015),fil
How My Brother Leon Brought Home a Wife #119,fil
走れメロス #298,ja
Tenggelamnya Kapal Van Der Wijck #984,ms
三体 #741,zh
Children of Cambodia's Killing Fields #349,km
Pulang #1053,id
人間失格 #756,ja
난장이가 쏘아올린 작은 공 #1052,ko
春 #518,zh
상록수 #670,ko
Mga Kuwento ni Lola Basyang #1151,fil
Interlok #607,ms
Merpati Putih Terbang Lagi #452,ms
子夜 #1136,zh
ข้าหลวง #894,th
家 #277,zh
Merpati Putih Terbang Lagi #872,ms
When Broken Glass Floats #887,km
Pulang #853,id
อิเหนา #868,th
Sejarah Melayu #1022,ms
Supernova #658,id
人間失格 #256,ja
Kekasih Electra #1213,ms
舞姫 #500,ja
ลูกอีสาน #1204,th
三国演义 #989,zh
살인자의 기억법 #877,ko
Ang Paboritong Libro ni Hudas #1230,fil
How My Brother Leon Brought Home a Wife #279,fil
จดหมายจากหมาเบื่อ #221,th
ลูกอีสาน #824,th
雪国 #789,ja
ข้าหลวง #594,th
狂人日记 #894,zh
ขุนช้างขุนแผน #706,th
Anak Mat Lela Gila #209,ms
คำพิพากษา #1203,th
Cinta di Dalam Gelas #837,id
The Rosales Saga #1175,fil
A Cambodian Prison Portrait #1135,km
Mat Jenin #434,ms
Negeri 5 Menara #319,id
The Death of Vishnu #976,km
Leftenan Adnan #996,ms
風の歌を聴け #204,ja
난장이가 쏘아올린 작은 공 #472,ko
仮面の告白 #953,ja
金閣寺 #892,ja
채식주의자 #601,ko
서울 1964년 겨울 #635,ko
삼대 #151,ko
พระอภัยมณี #347,th
围城 #903,zh
Anak Semua Bangsa #722,id
토지 #866,ko
朝花夕拾 #1231,zh
อิเหนา #468,th
เลือดมังกร #992,th
Belenggu #1169,id
水浒传 #288,zh
Anak Mat Lela Gila #449,ms
Footnote to Youth #958,fil
Never Fall Down #583,km
Anak Mat Lela Gila #129,ms
Gadis Jolobu #540,ms
Cinta di Dalam Gelas #1177,id
羊をめぐる冒険 #645,ja
Jejak Langkah #783,id
ชาติหน้าขอให้พบกัน #1131,th
金閣寺 #352,ja
삼대 #951,ko
細雪 #294,ja
สี่แผ่นดิน #1105,th
Merpati Putih Terbang Lagi #792,ms
こころ #506,ja
围城 #443,zh
Little Princes #838,km
Cantik Itu Luka #331,id
토지 (2005),ko
彷徨 #1013,zh
海辺のカフカ #163,ja
こころ #606,ja
雪国 #849,ja
รักไม่มีสิทธิ์ #439,th
El Filibusterismo #482,fil
三国演义 #89,zh
山月記 #179,ja
Ilustrado #828,fil
Panglima Awang #470,ms
To Destroy You Is No Loss #528,km
First They Killed My Father #761,km
人間失格 #716,ja
Cantik Itu Luka #511,id
Penawar Bagi Hati #758,ms
한강 #584,ko
토지 #1146,ko
Ilustrado #128,fil
破戒 #951,ja
Padre Faura Witness the Execution of Rizal #736,fil
When Broken Glass Floats #787,km
In the Shadow of the Banyan #284,km
아리랑 #947,ko
子夜 #656,zh
광장 #733,ko
채식주의자 #421,ko
ขุนช้างขุนแผน #806,th
西游记 #1207,zh
红楼梦 #346,zh
Pulang #1093,id
ฟ้าใหม่ #300,th
우리들의 행복한 시간 #520,ko
May Day Eve #200,fil
Sang Pemimpi #175,id
Pulang #353,id
ขุนช้างขุนแผน #606,th
こころ #1086,ja
Kekasih Electra #753,ms
家 #637,zh
Leftenan Adnan #1116,ms
Smaller and Smaller Circles #129,fil
阿Q正传 #475,zh
태백산맥 #268,ko
ศรีบูรพา #329,th
มัจจุราชเริงรำ #1038,th
채식주의자,ko
아리랑 #87,ko
When Broken Glass Floats: Volume 2,km
Merpati Putih Terbang Lagi #432,ms
Anak Mat Lela Gila #489,ms
雪国 #749,ja
살인자의 기억법 #177,ko
El Filibusterismo #922,fil
Mga Kuwento ni Lola Basyang #711,fil
서울 1964년 겨울 #215,ko
Siti Nurbaya - Part 6,id
한강 #284,ko
水浒传 #468,zh
Smaller and Smaller Circles #869,fil
水浒传 #308,zh
Gadis Jolobu #1240,ms
Ronggeng Dukuh Paruk #250,id
Ayah #1096,id
The Lost Executioner #562,km
ด้วยรักและผูกพัน #362,th
Pulang #453,id
In the Shadow of the Banyan #424,km
人間失格 #1216,ja
7년의 밤 #158,ko
When Broken Glass Floats #247,km
羊をめぐる冒険 #745,ja
金瓶梅 #450,zh
First They Killed My Father #101,km
Ranjau Sepanjang Jalan #368,ms
Panglima Awang #910,ms
西游记 #947,zh
呐喊 #172,zh
엄마를 부탁해 #856,ko
白鹿原 #325,zh
The Stones Cry Out (2009),km
Hujan - Part 10,id
삼대 #211,ko
金閣寺 #732,ja
Golden Bones #1079,km
Mga Ibong Mandaragit (2006),fil
Ronggeng Dukuh Paruk #430,id
ลูกอีสาน #584,th
태백산맥 #1048,ko
こころ #846,ja
秋 #179,zh
人間失格 #556,ja
To Destroy You Is No Loss #548,km
삼대 #251,ko
소년이 온다 #442,ko
The Stones Cry Out #450,km
Hujan #820,id
Anak Semua Bangsa #302,id
Hang Jebat Menderhaka: Volume 2,ms
สุภาพบุรุษจุฑาเทพ #457,th
Never Fall Down #803,km
난장이가 쏘아올린 작은 공 #932,ko
呐喊 #1192,zh
伊豆の踊子 #870,ja
태백산맥 #128,ko
จดหมายจากหมาเบื่อ #501,th
斜陽 #237,ja
Penawar Bagi Hati #638,ms
Hang Jebat Menderhaka #877,ms
Children of Cambodia's Killing Fields #549,km
狂人日记 #214,zh
The Stones Cry Out #130,km
Padre Faura Witness the Execution of Rizal #576,fil
Layar Terkembang #647,id
상록수 #1250,ko
破戒 #351,ja
Anak Semua Bangsa #402,id
金瓶梅 #110,zh
人間失格 #456,ja
Kekasih Electra #393,ms
斜陽 #897,ja
阿Q正传 #235,zh
Kekasih Electra #453,ms
山月記 #839,ja
The Death of Vishnu (2015),km
เสือคำราม #1016,th
活着 #1002,zh
伊豆の踊子 #270,ja
Siti Nurbaya #1125,ms
Little Princes #858,km
Ranjau Sepanjang Jalan #568,ms
Noli Me Tangere #601,fil
Siti Nurbaya #585,ms
เสือคำราม #956,th
細雪 #254,ja
平凡的世界 #744,zh
Ayah #396,id
Sang Pemimpi #275,id
Ilustrado #1208,fil
三国演义 #229,zh
A Cambodian Prison Portrait #375,km
Ayah #776,id
Kekasih Electra #293,ms
Luha ng Buwaya #1225,fil
소년이 온다 #1182,ko
Rumah Kaca #184,id
มัจจุราชเริงรำ #1178,th
Rice and Baguette #660,km
토지 #166,ko
รักไม่มีสิทธิ์ #1219,th
Hikayat Hang Tuah #781,ms
Ronggeng Dukuh Paruk: Volume 5,id
子夜 #176,zh
Bumi Manusia #441,id
平凡的世界 #404,zh
Sulalat al-Salatin #1163,ms
The Rosales Saga #995,fil
To Destroy You Is No Loss #148,km
May Day Eve #480,fil
Interlok #807,ms
Ilustrado #708,fil
อิเหนา #428,th
雪国 #229,ja
ขุนช้างขุนแผน #366,th
ตำนานสมเด็จพระนารายณ์ #555,th
活着 #842,zh
山月記 #879,ja
吾輩は猫である #528,ja
In the Shadow of the Banyan #144,km
狂人日记 #434,zh
Cambodia's Curse #193,km
Voices from S-21 #1034,km
สี่แผ่นดิน #665,th
The Death of Vishnu #176,km
Interlok #287,ms
ขุนช้างขุนแผน #306,th
Rice and Baguette #1000,km
金瓶梅 #1150,zh
ノルウェイの森 #1021,ja
破戒 #1151,ja
รักไม่มีสิทธิ์ (2018),th
走れメロス #538,ja
金閣寺 #632,ja
The Rosales Saga #935,fil
仮面の告白 #133,ja
กุหลาบป่า #130,th
ノルウェイの森 #1101,ja
소년이 온다: Volume 2,ko
雷雨 #380,zh
흰 #225,ko
Belenggu #809,id
山月記 (2018),ja
活着 #1222,zh
Children of Cambodia's Killing Fields #409,km
水浒传 #568,zh
Leftenan Adnan - Part 6,ms
雪国 #1029,ja
吾輩は猫である #988,ja
Cinta di Dalam Gelas #197,id
광장 #353,ko
風の歌を聴け #704,ja
平凡的世界 #184,zh
Hujan #680,id
